Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftEyePupilSize;RightEyeStatus;RightEyeForward;RightEyePosition;RightEyePupilSize;FocusDistance;FocusStability
399089;1000009233200732900;63721295302295;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0707599822561655, -0.0290459871015207, 0.997070386454439;0, 0, 0;VALID;-0.0667179650019758, -0.0281317622236754, 0.997375213798792;-0.0338227, 0, 0;0.166802480816841;VALID;-0.0748007777239002, -0.0299597104530445, 0.996748343064321;0.0338227, 0, 0;0.159301280975342;2;0
399090;1000009233210850800;63721295302295;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0699705300751556, -0.0291038104449737, 0.99712441206631;0, 0, 0;VALID;-0.065990392885599, -0.0283452709678205, 0.997417572364035;-0.0338227, 0, 0;0.166864231228828;VALID;-0.0739495125538486, -0.0298618696272648, 0.996814796406741;0.0338227, 0, 0;0.159043103456497;2;0
399091;1000009233220587600;63721295302312;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0691005579379185, -0.0291796382844546, 0.99718286266976;0, 0, 0;VALID;-0.0649324891086041, -0.0284141124230457, 0.997485042531151;-0.0338227, 0, 0;0.166488602757454;VALID;-0.0732673794924688, -0.0299446374492992, 0.996862683517814;0.0338227, 0, 0;0.158728733658791;2;0
399092;1000009233230952000;63721295302328;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0679672066121792, -0.0292629534409395, 0.997258310760683;0, 0, 0;VALID;-0.0637192365471785, -0.0283173496922973, 0.99756603119806;-0.0338227, 0, 0;0.16644661128521;VALID;-0.0722138829820294, -0.0302080001953658, 0.996931608400925;0.0338227, 0, 0;0.159157574176788;2;0
399093;1000009233240705400;63721295302328;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0667132498556287, -0.0290845369719715, 0.99734819997974;0, 0, 0;VALID;-0.0624699403334498, -0.0280778093002536, 0.997651814602486;-0.0338227, 0, 0;0.166158095002174;VALID;-0.0709552843969966, -0.0300907087986869, 0.997025524678347;0.0338227, 0, 0;0.158335849642754;2;0
399094;1000009233250904100;63721295302345;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0651704646411448, -0.0290926735528575, 0.997449962095344;0, 0, 0;VALID;-0.0608665101666921, -0.0277955846970799, 0.997758825273661;-0.0338227, 0, 0;0.165440678596497;VALID;-0.069473096033943, -0.0303891717732472, 0.99712084882746;0.0338227, 0, 0;0.157587692141533;2;0
399095;1000009233260965400;63721295302345;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0633795325830354, -0.0290809561399592, 0.997565703520095;0, 0, 0;VALID;-0.0590972291203289, -0.027464425159575, 0.99787435224128;-0.0338227, 0, 0;0.165375202894211;VALID;-0.0676605021246453, -0.0306968750662728, 0.997236059473085;0.0338227, 0, 0;0.158686384558678;2;0
399096;1000009233270873100;63721295302361;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0615683875176667, -0.029210941752729, 0.997675325213766;0, 0, 0;VALID;-0.0571073095601971, -0.0272250286264301, 0.997996770040407;-0.0338227, 0, 0;0.165413096547127;VALID;-0.0660279910111179, -0.0311961553238779, 0.997329987665088;0.0338227, 0, 0;0.157841116189957;2;0
399097;1000009233280910900;63721295302378;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0595543879548481, -0.029493057462331, 0.997789273562733;0, 0, 0;VALID;-0.0549988905214629, -0.0269186435418278, 0.998123493697687;-0.0338227, 0, 0;0.164405807852745;VALID;-0.0641082481269206, -0.032066660563621, 0.997427622337779;0.0338227, 0, 0;0.156716451048851;2;0
399098;1000009233291197300;63721295302378;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0571254320890099, -0.0297165531351361, 0.99792465220497;0, 0, 0;VALID;-0.052630070932045, -0.0267004459859548, 0.99825706199247;-0.0338227, 0, 0;0.164286553859711;VALID;-0.0616191128630855, -0.032731786151981, 0.997562887794683;0.0338227, 0, 0;0.157792180776596;2;0
399099;1000009233301195700;63721295302395;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.054321685596111, -0.0300464715635242, 0.99807132211109;0, 0, 0;VALID;-0.049904176291997, -0.0266257502151925, 0.998399039770219;-0.0338227, 0, 0;0.163823649287224;VALID;-0.0587374933754475, -0.0334662517625656, 0.997712341742315;0.0338227, 0, 0;0.157773867249489;2;0.330617266951622
399100;1000009233311216800;63721295302395;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0510095159914, -0.0303983399143749, 0.998235428247652;0, 0, 0;VALID;-0.046945343185611, -0.0263892014075292, 0.998548819438618;-0.0338227, 0, 0;0.163521990180016;VALID;-0.0550720213519055, -0.0344064847327386, 0.997889405832405;0.0338227, 0, 0;0.157800421118736;2;0.527926710120002
399101;1000009233320987900;63721295302411;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0471083773869078, -0.0308611730953192, 0.998412934999919;0, 0, 0;VALID;-0.0437415246888371, -0.0263619490324909, 0.998695011833495;-0.0338227, 0, 0;0.162873983383179;VALID;-0.0504737387147017, -0.0353594201464393, 0.998099250128497;0.0338227, 0, 0;0.157226771116257;2;0.606226546402909
399102;1000009233331037000;63721295302428;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0428109138349969, -0.0314938660116942, 0.99858668229666;0, 0, 0;VALID;-0.0401265622802125, -0.0264433463095208, 0.998844636785685;-0.0338227, 0, 0;0.162594333291054;VALID;-0.0454938620466109, -0.0365433533438988, 0.998295994103185;0.0338227, 0, 0;0.157362893223763;2;0.63769135069791
399103;1000009233340918200;63721295302428;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0377953825320777, -0.0320519256549351, 0.998771336753846;0, 0, 0;VALID;-0.0362352512346426, -0.0266037592053857, 0.998989112335117;-0.0338227, 0, 0;0.162254318594933;VALID;-0.0393542981805853, -0.0374990611878372, 0.998521436737712;0.0338227, 0, 0;0.157137468457222;2;0.637570917165347
399104;1000009233350942400;63721295302445;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.033463882211025, -0.0324330176461288, 0.998913543783311;0, 0, 0;VALID;-0.0322794242518909, -0.026920813315386, 0.999116263795363;-0.0338227, 0, 0;0.161764964461327;VALID;-0.0346472750672381, -0.037944189684754, 0.998679029918814;0.0338227, 0, 0;0.156959131360054;2;0.62952987003643
399105;1000009233361050100;63721295302445;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.029160531074786, -0.0330269043357237, 0.999028972061089;0, 0, 0;VALID;-0.028348189656604, -0.0277341968442285, 0.999213287776238;-0.0338227, 0, 0;0.161477535963058;VALID;-0.0299720353925827, -0.0383186637363124, 0.99881597759742;0.0338227, 0, 0;0.156680628657341;2;0.596825252366678
399106;1000009233371130200;63721295302462;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.024798524970487, -0.0337427571098137, 0.999122845050555;0, 0, 0;VALID;-0.024091884090553, -0.0285487985204607, 0.999302030030964;-0.0338227, 0, 0;0.16118298470974;VALID;-0.0255044836763676, -0.0389357874813224, 0.998916175545081;0.0338227, 0, 0;0.156434684991837;2;0.557463971948502
399107;1000009233381056300;63721295302478;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0204064430091335, -0.0345073219330804, 0.999196087770925;0, 0, 0;VALID;-0.019697446920054, -0.0295093132242753, 0.999370407315457;-0.0338227, 0, 0;0.160893365740776;VALID;-0.0211149184654939, -0.0395044502512735, 0.998996275582917;0.0338227, 0, 0;0.157055139541626;2;0.508545075550509
399108;1000009233390959900;63721295302478;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0168288282461749, -0.0353090932020408, 0.999234736424385;0, 0, 0;VALID;-0.0157197562808888, -0.0304169623312265, 0.999413676945143;-0.0338227, 0, 0;0.160124570131302;VALID;-0.0179374762090528, -0.0402003344600827, 0.999030620179656;0.0338227, 0, 0;0.156088441610336;2;0.470041256093813
399109;1000009233400922600;63721295302495;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0129314543698146, -0.036056370840653, 0.99926608849179;0, 0, 0;VALID;-0.0117331754208266, -0.0313147840109472, 0.999440702041343;-0.0338227, 0, 0;0.15963788330555;VALID;-0.0141294236232985, -0.0407970941560453, 0.999067543510696;0.0338227, 0, 0;0.156352356076241;2;0.424561495928108
399110;1000009233411159300;63721295302495;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.00931357973213853, -0.036510633813988, 0.999289863278455;0, 0, 0;VALID;-0.00784630387624463, -0.0326082080982598, 0.999437411887359;-0.0338227, 0, 0;0.158621713519096;VALID;-0.0107806934982582, -0.040412424113414, 0.999124923432988;0.0338227, 0, 0;0.156221106648445;2;0.384867883036451
399111;1000009233421153400;63721295302512;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.00662641848639608, -0.0368521724618677, 0.999298758111349;0, 0, 0;VALID;-0.00423628646222564, -0.0337907626146663, 0.99941995089098;-0.0338227, 0, 0;0.158366173505783;VALID;-0.00901645045397303, -0.0399130258541988, 0.999162476271188;0.0338227, 0, 0;0.15400467813015;2;0.362380963724568
399112;1000009233431307400;63721295302528;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.00393929669435058, -0.0370483184110541, 0.999305711003628;0, 0, 0;VALID;-0.00094745656319104, -0.0348291621853475, 0.999392831567011;-0.0338227, 0, 0;0.157918021082878;VALID;-0.00693108213486859, -0.0392669602819257, 0.999204716727587;0.0338227, 0, 0;0.156187906861305;2;0.341976373240044
399113;1000009233441235300;63721295302528;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.0018763563265469, -0.0371163719402077, 0.999309188500202;0, 0, 0;VALID;0.00153337675562572, -0.0354254730941078, 0.99937114457632;-0.0338227, 0, 0;0.156877443194389;VALID;-0.00528606222171019, -0.0388067329976498, 0.999232753176274;0.0338227, 0, 0;0.153202399611473;2;0.334557907593102
399114;1000009233451072300;63721295302545;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.000148203749378804, -0.0370145190343846, 0.999314716901689;0, 0, 0;VALID;0.00381135288328669, -0.0359351944929478, 0.999346854393385;-0.0338227, 0, 0;0.156585469841957;VALID;-0.0035149475460268, -0.0380933037325397, 0.999268004768735;0.0338227, 0, 0;0.152938798069954;2;0.331228711155481
399115;1000009233461248500;63721295302545;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.00171399643026642, -0.0365933022005538, 0.99932877095093;0, 0, 0;VALID;0.0055076805365474, -0.0355403160153741, 0.999353066434798;-0.0338227, 0, 0;0.155436024069786;VALID;-0.00207971424537472, -0.0376457211379795, 0.999288984462782;0.0338227, 0, 0;0.152808114886284;2;0.334058970998705
399116;1000009233471013900;63721295302562;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0028057259724824, -0.0360284866264646, 0.999346824707606;0, 0, 0;VALID;0.00672486793616224, -0.035170946082274, 0.999358684708808;-0.0338227, 0, 0;0.155185669660568;VALID;-0.00111346114989055, -0.0368854472853112, 0.999318880029208;0.0338227, 0, 0;0.152748942375183;2;0.345626092811916
399117;1000009233480867200;63721295302579;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.00360825604003476, -0.0354857148732591, 0.999363669806084;0, 0, 0;VALID;0.00784162480056576, -0.0347661249044892, 0.999364710943714;-0.0338227, 0, 0;0.154635190963745;VALID;-0.000625179253929925, -0.0362046505130592, 0.999344201180018;0.0338227, 0, 0;0.151828184723854;2;0.366739330822065
399118;1000009233491189200;63721295302579;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0040829672557388, -0.0349580561728258, 0.999380439916154;0, 0, 0;VALID;0.00873110577746746, -0.0344230091328528, 0.999369213171059;-0.0338227, 0, 0;0.153895318508148;VALID;-0.000565260648647636, -0.0354923379252578, 0.999369788631315;0.0338227, 0, 0;0.151921987533569;2;0.397062122271139
399119;1000009233500977900;63721295302596;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.00580669273900584, -0.0324351443055579, 0.999456974428271;0, 0, 0;VALID;0.0104407940084915, -0.032268335466321, 0.999424706692158;-0.0338227, 0, 0;0.15355096757412;VALID;0.00117246660378747, -0.0326012556672046, 0.999467750080504;0.0338227, 0, 0;0.150642737746239;2;0.401049214425497
399120;1000009233511499100;63721295302596;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.00928338064220041, -0.0205277661956788, 0.999746182617802;0, 0, 0;VALID;0.013903033585993, -0.0202356384270895, 0.99969856686631;-0.0338227, 0, 0;0.150065451860428;VALID;0.00466352876670806, -0.020819454078888, 0.999772375009081;0.0338227, 0, 0;0.148828580975533;2;0.279646650644298
399121;1000009233522906600;63721295302611;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0143798040733302, 0.00477874209437396, 0.999885185838258;0, 0, 0;VALID;0.0188506596154656, 0.00526035649523622, 0.999808472299372;-0.0338227, 0, 0;0.14625583589077;VALID;0.00990865767971732, 0.00429703103682628, 0.999941675312743;0.0338227, 0, 0;0.146103620529175;2;0
399122;1000009233531230400;63721295302628;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0199866442201857, 0.0394715879191773, 0.999020784468449;0, 0, 0;VALID;0.0243600957160622, 0.0386309750603386, 0.998956572380697;-0.0338227, 0, 0;0.143129006028175;VALID;0.0156127962326357, 0.0403114177473194, 0.999065178150555;0.0338227, 0, 0;0.143511340022087;2;0
399123;1000009233541730700;63721295302628;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0261957997164411, 0.0755326176168004, 0.996799179249848;0, 0, 0;VALID;0.0310003025575038, 0.0746593809032186, 0.996727123180909;-0.0338227, 0, 0;0.140892952680588;VALID;0.0213906720798312, 0.07640405280328, 0.99684746067952;0.0338227, 0, 0;0.141704946756363;2;0
399124;1000009233551211400;63721295302645;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0301906821459736, 0.105465447331438, 0.99396456784472;0, 0, 0;VALID;0.034992665374628, 0.107942552774917, 0.993541100644766;-0.0338227, 0, 0;0.140770047903061;VALID;0.0253878120835788, 0.102985243901743, 0.994358837913209;0.0338227, 0, 0;0.141417860984802;2;0
399125;1000009233560973800;63721295302645;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0327184554033002, 0.123195908340034, 0.991842866004639;0, 0, 0;VALID;0.0367030103224342, 0.130233437953103, 0.990803785152331;-0.0338227, 0, 0;0.14134906232357;VALID;0.02873172525688, 0.116150188269985, 0.99281600597926;0.0338227, 0, 0;0.141518786549568;2;0
399126;1000009233570987600;63721295302661;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0344816776969633, 0.134777655407798, 0.990275717922024;0, 0, 0;VALID;0.0376944552644166, 0.144511022861891, 0.988784957568494;-0.0338227, 0, 0;0.141123220324516;VALID;0.0312652008403667, 0.125029828636448, 0.991660238775132;0.0338227, 0, 0;0.141174972057343;2;0
399127;1000009233580899200;63721295302678;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0355222821001143, 0.141383989248738, 0.989317307570484;0, 0, 0;VALID;0.037972176521773, 0.152277105353168, 0.987608119142132;-0.0338227, 0, 0;0.140922516584396;VALID;0.033067855628971, 0.13047283491034, 0.990900275645617;0.0338227, 0, 0;0.141206577420235;2;0
399128;1000009233590942500;63721295302678;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.036214735879001, 0.144633593249101, 0.988822338243361;0, 0, 0;VALID;0.0379931579240955, 0.156193373222432, 0.98699551676406;-0.0338227, 0, 0;0.140777558088303;VALID;0.0344312391145839, 0.13305354597649, 0.990510597457754;0.0338227, 0, 0;0.140788689255714;2;0
399129;1000009233601096600;63721295302695;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0365334225682721, 0.146254893505144, 0.988572109236978;0, 0, 0;VALID;0.0377264332328153, 0.15828729115594, 0.986672108501119;-0.0338227, 0, 0;0.140259549021721;VALID;0.0353349387633593, 0.134200585135186, 0.990324010136058;0.0338227, 0, 0;0.140637367963791;2;0
399130;1000009233611186800;63721295302695;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0366902119007904, 0.147093415374907, 0.988441882714416;0, 0, 0;VALID;0.0375008127684743, 0.159062985628536, 0.986555956671815;-0.0338227, 0, 0;0.140524372458458;VALID;0.0358741997991134, 0.135102151136747, 0.990182028996182;0.0338227, 0, 0;0.140674412250519;2;0
399131;1000009233621177500;63721295302712;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.03659768573896, 0.147396190896114, 0.988400208573364;0, 0, 0;VALID;0.0371501695154971, 0.159412220350325, 0.986512852885328;-0.0338227, 0, 0;0.140221253037453;VALID;0.0360397762708374, 0.135358309615577, 0.990141031643655;0.0338227, 0, 0;0.140587449073792;2;0
399132;1000009233631094700;63721295302728;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.036264443951857, 0.147897590323552, 0.988337590543509;0, 0, 0;VALID;0.0367180424748191, 0.160340919512417, 0.986378515016791;-0.0338227, 0, 0;0.140014439821243;VALID;0.0358050837278807, 0.135430763140418, 0.990139638825981;0.0338227, 0, 0;0.140375152230263;2;0
399133;1000009233641021900;63721295302728;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0357561015802753, 0.148315938636856, 0.988293419762597;0, 0, 0;VALID;0.03618576120748, 0.161249488170528, 0.986250066286729;-0.0338227, 0, 0;0.139824718236923;VALID;0.0353203048972101, 0.135356932659103, 0.990167145911783;0.0338227, 0, 0;0.139718577265739;2;0
399134;1000009233651149000;63721295302745;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0352297249201421, 0.148824064007692, 0.988235935621796;0, 0, 0;VALID;0.0356636122938415, 0.161988015453328, 0.986148056636349;-0.0338227, 0, 0;0.139834359288216;VALID;0.0347895723938157, 0.135633646119933, 0.990148069579933;0.0338227, 0, 0;0.139631003141403;2;0
399135;1000009233661082400;63721295302745;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.034629106277626, 0.149151738706945, 0.988207763498703;0, 0, 0;VALID;0.0351281918270706, 0.16257184255562, 0.986071197301205;-0.0338227, 0, 0;0.13989095389843;VALID;0.0341236173497139, 0.13570405473465, 0.990161597047444;0.0338227, 0, 0;0.139381602406502;2;0
399136;1000009233671210700;63721295302762;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0340689847948735, 0.149531568772182, 0.988169830654416;0, 0, 0;VALID;0.0346034087362014, 0.163001825154823, 0.986018767113503;-0.0338227, 0, 0;0.139673724770546;VALID;0.0335282117408344, 0.136033445613067, 0.990136738381168;0.0338227, 0, 0;0.13908976316452;2;0
399137;1000009233681241700;63721295302779;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0334030553174246, 0.149227973960814, 0.988238456893382;0, 0, 0;VALID;0.0338533805966822, 0.162262681697259, 0.986166705354926;-0.0338227, 0, 0;0.138927325606346;VALID;0.0329469045936515, 0.136167241081632, 0.990137861074867;0.0338227, 0, 0;0.139203533530235;2;0
399138;1000009233691171600;63721295302779;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0327240062305094, 0.148779440012781, 0.988328800372482;0, 0, 0;VALID;0.033133681947176, 0.161167738692781, 0.98637068038607;-0.0338227, 0, 0;0.139479324221611;VALID;0.0323091773987325, 0.13636771273498, 0.990131286233925;0.0338227, 0, 0;0.139052480459213;2;0
399139;1000009233701420100;63721295302795;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0318457281158405, 0.148328096514147, 0.988425326155326;0, 0, 0;VALID;0.0323394214910038, 0.159897352868405, 0.986603769688371;-0.0338227, 0, 0;0.139466434717178;VALID;0.0313476588353002, 0.136738458471245, 0.990111063598652;0.0338227, 0, 0;0.138821825385094;2;0
399140;1000009233711164000;63721295302795;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0309918923130291, 0.147800034153849, 0.988531563742392;0, 0, 0;VALID;0.0316723174541024, 0.158698510711503, 0.986818953509223;-0.0338227, 0, 0;0.139483511447906;VALID;0.0303076808055872, 0.13688350045167, 0.990123402303109;0.0338227, 0, 0;0.138506099581718;2;0
399141;1000009233721126700;63721295302812;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0301109126739, 0.147305488706303, 0.988632604122958;0, 0, 0;VALID;0.0309614467874672, 0.157733158801036, 0.986996271232812;-0.0338227, 0, 0;0.139093428850174;VALID;0.0292570020039691, 0.136861300172202, 0.990158074424945;0.0338227, 0, 0;0.14010314643383;2;0
399142;1000009233731686100;63721295302828;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0292813914712836, 0.146912572536841, 0.988715983558531;0, 0, 0;VALID;0.0305793823193832, 0.156832854779812, 0.987151638320364;-0.0338227, 0, 0;0.13935498893261;VALID;0.0279803979934639, 0.136977225297488, 0.990178941948337;0.0338227, 0, 0;0.138089016079903;2;0.0752940608610468
399143;1000009233741507000;63721295302828;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0281386777621356, 0.146863755749748, 0.988756416950543;0, 0, 0;VALID;0.0298399017590743, 0.155434349804588, 0.987395434040402;-0.0338227, 0, 0;0.139099076390266;VALID;0.0264352532778245, 0.138281676725972, 0.990040077605948;0.0338227, 0, 0;0.139435738325119;2;0.493376682545135
399144;1000009233751511100;63721295302845;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0258122618037484, 0.146660887435849, 0.988849994305053;0, 0, 0;VALID;0.0275058125120281, 0.153683873728611, 0.987737159994409;-0.0338227, 0, 0;0.139013826847076;VALID;0.0241173319759872, 0.139630065220432, 0.989909995497014;0.0338227, 0, 0;0.140283986926079;2;0.718235477216942
399145;1000009233761545600;63721295302845;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0248846899716516, 0.144869880192684, 0.989137740670111;0, 0, 0;VALID;0.0272742241564633, 0.150719565339083, 0.988200247581765;-0.0338227, 0, 0;0.137164294719696;VALID;0.0224941403027829, 0.139014283256592, 0.990034869437786;0.0338227, 0, 0;0.138019919395447;2;0.858355807255917
399146;1000009233774462800;63721295302861;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
399147;1000009233785902500;63721295302878;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
399148;1000009233795901600;63721295302878;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
399149;1000009233806183000;63721295302895;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
399150;1000009233814565800;63721295302911;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
399151;1000009233827500300;63721295302911;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
399152;1000009233836144100;63721295302928;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);INVALID;;;INVALID;;;;INVALID;;;;;
399153;1000009233847299700;63721295302945;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0272742241564633, 0.150719565339083, 0.988200247581765;-0.0338227, 0, 0;VALID;0.0272742241564633, 0.150719565339083, 0.988200247581765;-0.0338227, 0, 0;0.138900995254517;INVALID;;;;2;0
399154;1000009233853726600;63721295302945;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0248846899716516, 0.144869880192684, 0.989137740670111;0, 0, 0;VALID;0.0272742241564633, 0.150719565339083, 0.988200247581765;-0.0338227, 0, 0;0.13536337018013;VALID;0.0224941403027829, 0.139014283256592, 0.990034869437786;0.0338227, 0, 0;0.138267815113068;2;0
399155;1000009233861696800;63721295302945;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0228664856896506, 0.146019215152858, 0.989017448096012;0, 0, 0;VALID;0.0232376821989217, 0.15301681062641, 0.987950335690891;-0.0338227, 0, 0;0.135506346821785;VALID;0.0224941403027829, 0.139014283256592, 0.990034869437786;0.0338227, 0, 0;0.137281090021133;2;0
399156;1000009233871935300;63721295302962;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0168092368362047, 0.150284782512128, 0.98849984001125;0, 0, 0;VALID;0.0193678763752467, 0.154689695191622, 0.987773245014379;-0.0338227, 0, 0;0.135497689247131;VALID;0.0142501522250087, 0.145875890617365, 0.989200261675135;0.0338227, 0, 0;0.136617496609688;2;0
399157;1000009233882291500;63721295302978;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.0115089010504106, 0.15711649441439, 0.98751301377731;0, 0, 0;VALID;0.0156623688363847, 0.157891488617757, 0.987332248042421;-0.0338227, 0, 0;0.13544537127018;VALID;0.00735522743249544, 0.156338690247423, 0.987676118249873;0.0338227, 0, 0;0.134379357099533;2;0
399158;1000009233892159600;63721295302979;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.00636539211787128, 0.165444848225771, 0.986198501306272;0, 0, 0;VALID;0.00971855547776515, 0.165017845581774, 0.986242698487028;-0.0338227, 0, 0;0.136992067098618;VALID;0.00301215601434525, 0.165869960167834, 0.986143033859727;0.0338227, 0, 0;0.136204645037651;2;0
399159;1000009233901856700;63721295302995;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;0.00161622841441539, 0.172335813963735, 0.985036930795577;0, 0, 0;VALID;0.00408880239614501, 0.172011779214178, 0.98508640712708;-0.0338227, 0, 0;0.137103274464607;VALID;-0.000856355621981946, 0.172658776600385, 0.984981326481831;0.0338227, 0, 0;0.135990291833878;2;0
399160;1000009233911744700;63721295302995;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.00216885945775253, 0.177942563478451, 0.984038485096681;0, 0, 0;VALID;-0.00041863671621548, 0.178021310241802, 0.984026543261457;-0.0338227, 0, 0;0.136866360902786;VALID;-0.00391907554170805, 0.177863270498461, 0.984047406304437;0.0338227, 0, 0;0.134060561656952;2;0
399161;1000009233921697300;63721295303012;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.00496248817290126, 0.18137627732432, 0.983401250627182;0, 0, 0;VALID;-0.00376877093838783, 0.182235621348525, 0.983247667008334;-0.0338227, 0, 0;0.13689760863781;VALID;-0.00615619455434927, 0.180516536626402, 0.983552683526926;0.0338227, 0, 0;0.135396406054497;2;0
399162;1000009233931854800;63721295303028;(0.000, -1.300, 0.000);(0.000, 0.000, 0.000);VALID;-0.00719524717446581, 0.183566423273538, 0.982980974721616;0, 0, 0;VALID;-0.0064435442279009, 0.184839163208614, 0.982747660634266;-0.0338227, 0, 0;0.137349590659142;VALID;-0.00794693400828398, 0.182293272267207, 0.98321208756096;0.0338227, 0, 0;0.135481968522072;2;0
